"Proposal #","full proposal title","Project Title","PI","PI Unit","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Instrument Type","Project #","Created Date.x","Total Sponsor Costs","Sponsor Deadline","academic affairs","activity type","History Action Day and Comment","Actual_Submission_Date","Actual_Udr_Consid_Date","Actual_Funding_Date","Actual_Not_Funding_Date","Actual_Submission_FY","Actual_Udr_Consid_FY","Actual_Funding_FY","Actual_Not_Funding_FY","Created Date.y","Proposal_Creation_FY","Days_to_Submission","Days_to_Funding_From_Submission","Days_to_Non_Funding_From_Submission","Actual_Submission_Month_Year","College/Division","Actual_Submission_Quarter","Actual_Funding_Quarter","Sponsor_Type_Grouped","Sponsor_Category","Submission_Status","Submission_Count","Award_Count","Total_Submission_Count","Received_Total_Sponsor_Costs"
"24-1048-P0001","Investigating the Ecological and Temporal Patterns of Bridge-Roosting Bats in Wyoming","Bats & Bridges - Stage 2","Riley Fehr Bernard","Zoology & Physiology","Not Funded","U.S. Fish & Wildlife Service/Department of the Interior",,"Zoology & Physiology","3/3/2025","3/2/2027","New",,"24-1048",2024-05-24 10:45:29,210191.07,"7/31/2024 12:00:00 AM",,"Applied Research","7/25/2024 03:25:04 PM: Updating to link to S2S >> 7/31/2024 08:59:05 AM: GRANT14223377 >> 11/25/2024 01:30:37 PM: PI intends to resubmit in 2024",2024-07-31 08:59:05,,,2024-11-25 13:30:37,"FY2025",,,"FY2025",2024-05-24 10:45:29,"FY2024",68,,117,"July-2024","Agriculture","Q1 FY2025",,"Federal","Others","Submitted",1,0,1,0
"24-1049-P0001","Wyoming Education for Community Renewable Energy Development (WE-CRED)","(R-STEP) Round 2","Sarah Marie Buckhold","School of Energy Resources Directors Office","Not Funded","U.S. Department of Energy",,"School of Energy Resources Directors Office","1/1/2025","12/31/2027","New",,"24-1049",2024-05-24 13:11:55,1999750,"6/13/2024 12:00:00 AM",,"Other Sponsored Activity","6/13/2024 11:10:47 AM: Submitted on 06/13/2024 at 11am MT.  See attachments
 >> 4/2/2025 10:09:23 AM: Per dept email 03/26/2025",2024-06-13 11:10:47,,,2025-04-02 10:09:23,"FY2024",,,"FY2025",2024-05-24 13:11:55,"FY2024",20,,293,"June-2024","School of Energy Resources","Q4 FY2024",,"Federal","DOE","Submitted",1,0,1,0
"24-1050-P0001","Imaging Advanced Semiconductor Chips using Cross-Sectional Scanning Tunneling Microscopy and Spectroscopy","Imaging Advanced Semiconductor Chips using Cross-Sectional Scanning Tunneling Microscopy and Spectroscopy","TeYu Chien","Physics & Astronomy","Funded","Irell & Manella",,"Physics & Astronomy","6/4/2024","12/31/2024","New",,"24-1050",2024-05-24 16:46:44,10000,"6/4/2024 12:00:00 AM",,"Other Sponsored Activity","6/26/2024 09:53:58 AM: Unsolicited Industry Sponsored Project. >> 6/26/2024 09:54:28 AM: Agreement being drafted. See award form for agreement review ticket. >> 8/16/2024 08:55:33 AM: Funded.",2024-06-26 09:53:58,2024-06-26 09:54:28,2024-08-16 08:55:33,,"FY2024","FY2024","FY2025",,2024-05-24 16:46:44,"FY2024",33,51,,"June-2024","Engineering","Q4 FY2024","Q1 FY2025","Business","Others","Funded",0,1,1,10000
"24-1051-P0001","Comparison of sustainability implications of raising beef in rural communities and its absence in urban communities: iivelihoods, land use, and community cohesion","Beef Checkoff FY2024 Sustainability NOFO Research Proposal","Kristie Anne Maczko","Ecosystem Science & Management","Submitted to Sponsor","National Cattlemen's Beef Association",,"Ecosystem Science & Management","1/15/2025","5/31/2027","New",,"24-1051",2024-05-26 11:14:24,99998,"6/30/2024 12:00:00 AM",,"Applied Research","7/1/2024 07:41:44 AM: See Submission email",2024-07-01 07:41:44,,,,"FY2025",,,,2024-05-26 11:14:24,"FY2024",36,,,"July-2024","Agriculture","Q1 FY2025",,"Non-profit","Others","Submitted",1,0,1,0
"24-1052-P0001","Assessment, Characterization, and Planning for Carbon Ore and Critical Minerals/Materials Resources Utilization in the Rocky Mountain Regio","Assessment, Characterization, and Planning for Carbon Ore and Critical Minerals/Materials Resources Utilization in the Rocky Mountain Regio","Davin A. Bagdonas","School of Energy Resources Directors Office","Under Consideration","University of Utah","U.S. Department of Energy","School of Energy Resources Directors Office","3/1/2025","2/29/2028","New",,"24-1052",2024-05-28 11:23:00,2051748,"6/12/2024 12:00:00 AM",,"Basic Research","6/20/2024 01:01:39 PM: Submitted 6/13/2024 >> 1/30/2025 08:32:14 AM: Project team received notice from UT-Austin that project is under consideration for funding.  Completed pre-award information sheet on 01/30/2025 >> 1/30/2025 08:33:38 AM: Adjusting status.  ""under consideration"" applied to the wrong proposal entry for this PI (should have been UT Austin, not Utah) >> 1/30/2025 08:33:47 AM: - >> 1/30/2025 08:34:08 AM: Updating status to correct status update error on 01/30/2025 >> 6/2/2025 10:24:31 AM: See notes and tasks.  Department notified that the proposal is under consideration for funding",2025-01-30 08:34:08,2025-01-30 08:32:14,,,"FY2025","FY2025",,,2024-05-28 11:23:00,"FY2024",247,,,"January-2025","School of Energy Resources","Q3 FY2025",,"Federal","Others","Submitted",1,0,1,0
"24-1052-P0002","WEA cost share for Assessment, Characterization, and Planning for Carbon Ore and Critical Minerals/Materials Resources Utilization in the Rocky Mountain","Assessment, Characterization, and Planning for Carbon Ore and Critical Minerals/Materials Resources Utilization in the Rocky Mountain Regio","Davin A. Bagdonas","School of Energy Resources Directors Office","Submitted to Sponsor","Wyoming Energy Authority",,"School of Energy Resources Directors Office","5/1/2025","4/30/2028","New",,"24-1052",2025-01-08 13:37:36,517000,"1/10/2025 12:00:00 AM",,"Basic Research","1/27/2025 05:04:19 PM: Submitted 01/10/2025.",2025-01-27 17:04:19,,,,"FY2025",,,,2025-01-08 13:37:36,"FY2025",19,,,"January-2025","School of Energy Resources","Q3 FY2025",,"State","Others","Submitted",1,0,1,0
"24-1053-P0001","CORE CM Phase II, Region V: Developing a Regional Evaluation and Assessment of Critical Minerals - Gulf Coast & Permian Basin (DREAM-GCPB)","CORE CM Phase II, Region V: Developing a Regional Evaluation and Assessment of Critical Minerals - Gulf Coast & Permian Basin (DREAM-GCPB)","Davin A. Bagdonas","School of Energy Resources Directors Office","Under Consideration","University of Texas, Austin","U.S. Department of Energy","School of Energy Resources Directors Office","4/1/2025","3/31/2028","New",,"24-1053",2024-05-28 13:23:28,34975,"6/24/2024 12:00:00 AM",,"Basic Research","6/13/2024 07:22:21 AM: Submitted subrecipient information on 06/11/2024 >> 1/30/2025 08:34:33 AM: Project team received notice from UT-Austin that project is under consideration for funding.  Completed pre-award information sheet on 01/30/2025",2024-06-13 07:22:21,2025-01-30 08:34:33,,,"FY2024","FY2025",,,2024-05-28 13:23:28,"FY2024",16,,,"June-2024","School of Energy Resources","Q4 FY2024",,"Federal","Others","Submitted",1,0,1,0
"24-1054-P0001","Broadband Microwave Spectromicroscopy","Broadband Microwave Spectromicroscopy","Alexander Paul Petrovic","Physics & Astronomy","Funded","Arizona State University",,"Physics & Astronomy","7/15/2024","1/15/2025","New",,"24-1054",2024-05-28 14:12:44,28491,"6/7/2024 12:00:00 AM",,"Experimental Development","6/6/2024 05:56:52 PM: Certified. >> 6/21/2024 09:12:42 AM: Submitted to sponsor prior to Pre-Award review. >> 8/15/2024 12:02:21 PM: Funded.",2024-06-21 09:12:42,,2024-08-15 12:02:21,,"FY2024",,"FY2025",,2024-05-28 14:12:44,"FY2024",24,55,,"June-2024","Engineering","Q4 FY2024","Q1 FY2025","Others","Others","Funded",0,1,1,28491
"24-1055-P0001","WRASAP 4","WESTERN REGIONAL AGRICULTURAL STRESS ASSISTANCE PROGRAM (WRASAP)","Bridger Feuz","UW Extension","Funded","Washington State University","National Institute of Food and Agriculture/Department of Agriculture","UW Extension","9/1/2024","8/31/2025","New",,"24-1055",2024-05-29 10:33:04,49787,"5/30/2024 12:00:00 AM",,"Other Sponsored Activity","6/12/2024 01:57:17 PM: Submitted 05/29/2024 via email >> 12/18/2024 09:40:17 AM: Funded.",2024-06-12 13:57:17,,2024-12-18 09:40:17,,"FY2024",,"FY2025",,2024-05-29 10:33:04,"FY2024",14,189,,"June-2024","Agriculture","Q4 FY2024","Q2 FY2025","Others","Others","Funded",0,1,1,49787
"24-1056-P0001","Small RNA Coxiella Subaward","Small RNA Coxiella Subaward","Elizabeth Di Russo Case","Veterinary Science","Submitted to Sponsor","ADD NEW","National Institute of Allergy and Infectious Diseases/National Institutes of Health/Department of Health and Human Services","Veterinary Science","4/1/2025","3/31/2027","New",,"24-1056",2024-05-30 10:11:02,37766,"6/21/2024 12:00:00 AM",,"Basic Research","6/18/2024 02:58:41 PM: Updating Wyocloud Access
 >> 6/18/2024 03:58:45 PM: putting in development to update compliance questions >> 6/20/2024 09:33:28 AM: Submitted on 06/20/2024 to UC Irvine",2024-06-20 09:33:28,,,,"FY2024",,,,2024-05-30 10:11:02,"FY2024",21,,,"June-2024","Agriculture","Q4 FY2024",,"Others","Others","Submitted",1,0,1,0
"24-1057-P0001","Developing a Prototype System for Measuring Intersection Sight Distances","Developing a Prototype System for Measuring Intersection Sight Distances","Khaled Ksaibati","Civil & Architectural Engineering & Construction Management","Funded","Wyoming Department of Transportation",,"Civil & Architectural Engineering & Construction Management","7/1/2024","7/1/2027","New",,"24-1057",2024-05-31 07:39:40,186048,"5/31/2024 12:00:00 AM",,"Applied Research","6/3/2024 09:06:55 AM: Need roles for two key persons >> 6/12/2024 02:00:20 PM: Submitted prior to 05/31/2024. >> 6/12/2024 02:00:31 PM: See notes for agreement review status >> 8/29/2024 07:43:18 AM: Funded and received Notice to Proceed",2024-06-12 14:00:20,2024-06-12 14:00:31,2024-08-29 07:43:18,,"FY2024","FY2024","FY2025",,2024-05-31 07:39:40,"FY2024",13,78,,"June-2024","Engineering","Q4 FY2024","Q1 FY2025","State","Others","Funded",0,1,1,186048
"24-1058-P0001","FY2024 OJJDP Nonparticipating States","FY2024 Nonparticipating States","Laurel Allison Wimbish","Wyoming Survey & Analysis Center","Funded","Department of Justice",,"Wyoming Survey & Analysis Center","10/1/2024","9/30/2027","New",,"24-1058",2024-05-31 08:32:53,569659,"7/15/2024 12:00:00 AM",,"Other Sponsored Activity","7/15/2024 09:09:24 AM: Submitted to DOJ 7/12/2024 >> 9/27/2024 08:15:08 AM: Recommended for an award. >> 10/3/2024 04:06:17 PM: Funded.",2024-07-15 09:09:24,2024-09-27 08:15:08,2024-10-03 16:06:17,,"FY2025","FY2025","FY2025",,2024-05-31 08:32:53,"FY2024",45,80,,"July-2024","Research & Economic Development","Q1 FY2025","Q2 FY2025","Federal","Others","Funded",0,1,1,569659
"24-1059-P0001","Comprehensive Model for  Advancing Student Proficiency in Engineering and Manufacturing  at University-Based MEP Centers","MEP ASPEN","Rocky S Case","Manufacturing Works","Submitted to Sponsor","Boise State University","National Institute of Standards and Technology/Department of Commerce","Manufacturing Works","9/1/2024","8/31/2027","New",,"24-1059",2024-05-31 10:54:15,599238,"5/31/2024 12:00:00 AM",,"Other Sponsored Activity","6/12/2024 01:58:40 PM: Submitted to sponsor on 05/31/2024",2024-06-12 13:58:40,,,,"FY2024",,,,2024-05-31 10:54:15,"FY2024",12,,,"June-2024","Research & Economic Development","Q4 FY2024",,"Others","Others","Submitted",1,0,1,0
"24-1061-P0002","Tualatin Tigard SPF PFS Evaluation","Tualatin/Tigard SPF PFS Evaluation","Emily A. Grant","Wyoming Survey & Analysis Center","Funded","ADD NEW",,"Wyoming Survey & Analysis Center","6/10/2024","9/30/2028","New",,"24-1061",2024-06-07 11:26:06,180000,"6/7/2024 12:00:00 AM",,"Other Sponsored Activity","6/19/2024 10:18:21 AM: Submitted >> 6/19/2024 10:18:31 AM: Funded $180,000",2024-06-19 10:18:21,,2024-06-19 10:18:31,,"FY2024",,"FY2024",,2024-06-07 11:26:06,"FY2024",12,0,,"June-2024","Research & Economic Development","Q4 FY2024","Q4 FY2024","Non-profit","Others","Funded",0,1,1,180000
"24-1062-P0001","CRII: HCC: OpenGrocery: Development of an Open-source Infrastructure for Grocery Recognition","OpenGrocery: An Open Source Infrastructure for Grocery Recognition","Shivanand Venkanna Sheshappanavar","Electrical Engineering & Computer Science","Not Funded","National Science Foundation",,"Electrical Engineering & Computer Science","1/15/2025","1/15/2027","New",,"24-1062",2024-05-31 18:41:43,174720,"9/18/2024 12:00:00 AM",,"Applied Research","9/4/2024 12:36:04 PM: Shivanand accidentally moved this to Under Review. Per their request, I am moving it back to In Development. >> 9/13/2024 11:39:08 AM: Updating fields >> 9/18/2024 02:18:46 PM: Submitted to sponsor >> 3/26/2025 03:38:41 PM: NSF unable to support at this time.",2024-09-18 14:18:46,,,2025-03-26 15:38:41,"FY2025",,,"FY2025",2024-05-31 18:41:43,"FY2024",110,,189,"September-2024","Engineering","Q1 FY2025",,"Federal","NSF","Submitted",1,0,1,0
"24-1063-P0001","Community Satisfaction Related to Lesser Prairie Chicken Conservation in Kansas, New Mexico, Oklahoma, and Texas","Community Satisfaction Related to Lesser Prairie Chicken Conservation","Kristie Anne Maczko","Ecosystem Science & Management","Funded","Natural Resources Conservation Service/Department of Agriculture",,"Ecosystem Science & Management","9/3/2024","8/31/2029","New",,"24-1063",2024-06-02 10:51:54,250000,"7/12/2024 12:00:00 AM",,"Applied Research","7/10/2024 12:09:46 PM: Moving to development to update form fields >> 7/24/2024 09:16:18 AM: Submitted >> 9/24/2024 03:33:21 PM: Awarded.",2024-07-24 09:16:18,,2024-09-24 15:33:21,,"FY2025",,"FY2025",,2024-06-02 10:51:54,"FY2024",52,62,,"July-2024","Agriculture","Q1 FY2025","Q1 FY2025","Federal","Others","Funded",0,1,1,250000
"24-1064-P0001","Pilot Hill/ Pole Mountain Connector Trail Phases 2A and 2B","Pilot Hill/Pole Mountain Connector Trail","Tyler Joe Carroll","Haub School of Environment & Natural Resources","Funded","Wyoming Pathways, Inc.",,"Haub School of Environment & Natural Resources","6/7/2024","12/31/2024","New",,"24-1064",2024-06-03 08:42:03,15000,"6/7/2024 12:00:00 AM",,"Other Sponsored Activity","6/11/2024 02:42:00 PM: Updating form fields >> 6/25/2024 12:15:32 PM: Submitted to sponsor >> 8/16/2024 08:29:18 AM: funded",2024-06-25 12:15:32,,2024-08-16 08:29:18,,"FY2024",,"FY2025",,2024-06-03 08:42:03,"FY2024",22,52,,"June-2024","Haub School of Environment & Natural Resources","Q4 FY2024","Q1 FY2025","Non-profit","Others","Funded",0,1,1,15000
"24-1065-P0001","North Fork Tincup Creek Process-Based Restoration Project Phase 2","North Fork Tincup Creek Process-Based Restoration Project Phase 2","Tyler Joe Carroll","Haub School of Environment & Natural Resources","Funded","ADD NEW",,"Haub School of Environment & Natural Resources","7/1/2024","12/31/2024","New",,"24-1065",2024-06-03 08:54:00,15000,"6/21/2024 12:00:00 AM",,"Other Sponsored Activity","6/11/2024 02:39:55 PM: Updating form fields >> 6/25/2024 12:15:14 PM: Submitted to sponsor >> 9/12/2024 10:14:42 AM: Funded.",2024-06-25 12:15:14,,2024-09-12 10:14:42,,"FY2024",,"FY2025",,2024-06-03 08:54:00,"FY2024",22,79,,"June-2024","Haub School of Environment & Natural Resources","Q4 FY2024","Q1 FY2025","Non-profit","Others","Funded",0,1,1,15000
"24-1066-P0001","Equitable responses to illegal wild meat hunting in Tsavo, Kenya","UW - ZSL agreement (name TBD)","Jacob R. Goheen","Zoology & Physiology","Funded","Zoological Society of London","ADD NEW","Zoology & Physiology","5/30/2024","5/30/2027","New",,"24-1066",2024-06-04 09:15:13,44000,"7/12/2024 12:00:00 AM",,"Applied Research","8/1/2024 08:00:40 AM: edits >> 8/28/2024 08:07:14 PM: Submitted in July 2024 - agreement under review. >> 8/28/2024 08:07:39 PM: Agreement under review TD Ticket # 21631382 >> 5/5/2025 02:23:37 PM: This award is in an active status so I am updating this proposal record to funded status.",2024-08-28 20:07:14,2024-08-28 20:07:39,2025-05-05 14:23:37,,"FY2025","FY2025","FY2025",,2024-06-04 09:15:13,"FY2024",86,250,,"August-2024","Agriculture","Q1 FY2025","Q4 FY2025","Non-profit","Others","Funded",0,1,1,44000
"24-1070-P0001","Focus Groups in Torrington of Wyoming","Focus Groups in Torrington, Wyoming","Rodney A. Wambeam","Wyoming Survey & Analysis Center","Funded","ADD NEW",,"Wyoming Survey & Analysis Center","6/1/2024","6/30/2024","Other",,"24-1070",2024-06-04 14:20:01,15000,"6/4/2024 12:00:00 AM",,"Other Sponsored Activity","6/19/2024 10:29:26 AM: submitted
 >> 6/19/2024 10:29:34 AM: Funded.",2024-06-19 10:29:26,,2024-06-19 10:29:34,,"FY2024",,"FY2024",,2024-06-04 14:20:01,"FY2024",15,0,,"June-2024","Research & Economic Development","Q4 FY2024","Q4 FY2024","State","Others","Funded",0,1,1,15000
"24-1071-P0001","Living Materials - Using the Natural World to Inspire Discovery and Design","2024 Oakey Bergman NIH SEPA","John S. Oakey","Chemical & Biomedical Engineering","Not Funded","National Institutes of Health/Department of Health and Human Services",,"Chemical & Biomedical Engineering","4/1/2025","3/31/2030","New",,"24-1071",2024-06-05 07:51:08,1806250,"6/7/2024 12:00:00 AM",,"Basic Research","6/5/2024 08:17:59 AM: need to adjust fringe >> 6/12/2024 02:07:40 PM: Submitted 06/07/2024 by KS >> 6/13/2025 11:10:40 AM: Last updated in 2024. No associated award. Status says not discussed.",2024-06-12 14:07:40,,,2025-06-13 11:10:40,"FY2024",,,"FY2025",2024-06-05 07:51:08,"FY2024",8,,366,"June-2024","Engineering","Q4 FY2024",,"Federal","NIH","Submitted",1,0,1,0
"24-1072-P0001","Tracking megafauna responses to aridity over time in the temperate, seasonal climes of North America using stable isotopes, biomarkers, and morphology","Tracking megafauna responses to aridity over time in the temperate, seasonal climes of North America using stable isotopes, biomarkers, and morphology","Mark Todd Clementz","Geology & Geophysics","Not Funded","National Science Foundation",,"Geology & Geophysics","3/1/2025","2/29/2028","New",,"24-1072",2024-06-05 09:21:08,586937,"7/31/2024 12:00:00 AM",,"Basic Research","6/28/2024 03:06:19 PM: Updating form fields >> 7/1/2024 03:16:08 PM: Submitted on 07/01/2024 - UWYO and Georgia Tech completed submission on 07/01/2024 - Des Moines University had not completed submission as of 3:15 on 07/01/2024 >> 1/16/2025 08:06:48 AM: Not recommended for an award per notice from Sponsor.",2024-07-01 15:16:08,,,2025-01-16 08:06:48,"FY2025",,,"FY2025",2024-06-05 09:21:08,"FY2024",26,,199,"July-2024","Engineering","Q1 FY2025",,"Federal","NSF","Submitted",1,0,1,0
"24-1073-P0001","Collaborative project: Late Miocene paleoenvironmental conditions leading to catastrophic whale mass death assemblage in northern Chile","Collaborative project: Late Miocene paleoenvironmental conditions leading to catastrophic whale mass death assemblage in northern Chile","Mark Todd Clementz","Geology & Geophysics","Submitted to Sponsor","National Science Foundation",,"Geology & Geophysics","6/15/2025","6/14/2028","New",,"24-1073",2024-06-05 09:40:14,435324,"10/3/2024 12:00:00 AM",,"Basic Research","10/4/2024 03:58:15 PM: Submitted 10/4/2024 at 4pm NSF Proposal number 2501322",2024-10-04 15:58:15,,,,"FY2025",,,,2024-06-05 09:40:14,"FY2024",122,,,"October-2024","Engineering","Q2 FY2025",,"Federal","NSF","Submitted",1,0,1,0
"24-1074-P0001","Educational Health Center of Wyoming (EHCW) Expanded Hours","HRSA Expanded Hours","Thomas Brian Smoll","Educational Health Center of Wyoming","Not Funded","Health Resources and Services Administration/Department of Health and Human Services",,"Educational Health Center of Wyoming","12/1/2024","11/30/2026","New",,"24-1074",2024-06-06 07:47:29,500000,"6/24/2024 12:00:00 AM",,"Other Sponsored Activity","6/21/2024 08:03:36 AM: Updating form fields 
 >> 6/21/2024 01:21:54 PM: Submitted to sponsor on 06/21/2024 at 1:20pm >> 1/8/2025 09:31:09 AM: EHCW was not selected as an awardee",2024-06-21 13:21:54,,,2025-01-08 09:31:09,"FY2024",,,"FY2025",2024-06-06 07:47:29,"FY2024",15,,201,"June-2024","Academic Affairs","Q4 FY2024",,"Federal","HHS (other than NIH)","Submitted",1,0,1,0
"24-1075-P0001","Conference: Workshop: Faculty Development Four Corners STEM Alliance (FCSA) Workshop to Enhance Competitiveness in Proposal Preparation, August 22-24, 2024","Faculty Development Four Corners STEM Alliance (FCSA) Workshop to Enhance Competitiveness in Proposal Preparation,","Camellia Moses Okpodu","Botany","Funded","National Science Foundation",,"Botany","8/1/2024","12/31/2025","New",,"24-1075",2024-06-07 13:49:33,98642,"6/10/2024 12:00:00 AM",,"Other Sponsored Activity","6/12/2024 02:08:29 PM: Submitted 06/11/2024 by AL in NSF >> 7/9/2024 12:19:07 PM: Under Consideration for funding. >> 7/11/2024 07:43:24 AM: Award rec'd",2024-06-12 14:08:29,2024-07-09 12:19:07,2024-07-11 07:43:24,,"FY2024","FY2025","FY2025",,2024-06-07 13:49:33,"FY2024",5,29,,"June-2024","Agriculture","Q4 FY2024","Q1 FY2025","Federal","NSF","Funded",0,1,1,98642
"24-1076-P0001","XRHumanities: Development of Immersive Technology Curricular Learning Sequences to Enhance Student Experiences with Humanities Data, Digital Collections and Cultural Narratives.","XRHumanities: Development of Immersive Technology Curricular Learning Sequences to Enhance Student Experiences with Humanities Data, Digital Collections and Cultural Narratives","Amy Catherine Banic","Electrical Engineering & Computer Science","Not Funded","National Endowment for the Humanities",,"Electrical Engineering & Computer Science","1/1/2025","7/30/2026","New",,"24-1076",2024-06-07 16:41:59,74999,"6/13/2024 12:00:00 AM",,"Experimental Development","6/11/2024 03:37:35 PM: indev >> 6/14/2024 08:26:07 AM: Submitted >> 7/9/2024 08:29:06 AM: proposal found ineligible per sponsor notice from 7/9/2024.",2024-06-14 08:26:07,,,2024-07-09 08:29:06,"FY2024",,,"FY2025",2024-06-07 16:41:59,"FY2024",7,,25,"June-2024","Engineering","Q4 FY2024",,"Others",,"Submitted",1,0,1,0
"24-1077-P0001","Developing a physics-based remote sensing algorithm for characterizing aerosol species and optical properties using a state-of-the-art triplewavelength Raman lidar in support of the CALIGOLA mission","NASA USPI 2024","Masanori Saito",,"Not Funded","National Aeronautics and Space Administration",,"Atmospheric Science","1/19/2025","1/18/2030","New",,"24-1077",2024-06-10 11:12:12,574703,"7/19/2024 12:00:00 AM",,"Basic Research","7/16/2024 03:04:11 PM: edits, see email >> 7/16/2024 03:27:42 PM: edit amounts >> 7/19/2024 03:25:11 PM: Submitted >> 1/8/2025 09:40:13 AM: Per status in NSPIRES.",2024-07-19 15:25:11,,,2025-01-08 09:40:13,"FY2025",,,"FY2025",2024-06-10 11:12:12,"FY2024",39,,173,"July-2024","Engineering","Q1 FY2025",,"Federal","Others","Submitted",1,0,1,0
"24-1078-P0001","DSC: Experiential Data Science Across Wyoming","Experiential Data Science Across Wyoming","Dane Robert Taylor","School of Computing","Not Funded","National Science Foundation",,"School of Computing","7/1/2025","6/30/2028","New",,"24-1078",2024-06-10 16:53:38,1107431,"6/21/2024 12:00:00 AM",,"Other Sponsored Activity","6/18/2024 04:15:56 PM: edits >> 6/21/2024 09:40:53 AM: Submitted >> 11/25/2024 09:42:22 AM: per notice from NSF 11/22/2024",2024-06-21 09:40:53,,,2024-11-25 09:42:22,"FY2024",,,"FY2025",2024-06-10 16:53:38,"FY2024",11,,157,"June-2024","Engineering","Q4 FY2024",,"Federal","NSF","Submitted",1,0,1,0
"24-1079-P0001","Examining the Intersection of Social Determinants of Health in American Indian/Alaska Native Women with Polycystic Ovary Syndrome to Decrease Health Disparities: A Mixed Methods Study","Examining the Intersection of Social Determinants of Health in American Indian/Alaska Native Women with Polycystic Ovary Syndrome to Decrease Health Disparities: A Mixed Methods Study","Rebecca Claxton Carron","School of Nursing","Not Funded","National Institutes of Health/Department of Health and Human Services",,"School of Nursing","4/1/2025","3/31/2027","New",,"24-1079",2024-06-11 09:39:56,340000,"7/5/2024 12:00:00 AM",,"Basic Research","6/28/2024 02:07:45 PM: updating personnel >> 7/3/2024 04:50:00 PM: Submitted on 07/03/2024 .   Grants.gov tracking number: GRANT14203227  NIH  Application Identifier: 1696593 >> 2/6/2025 08:40:50 AM: Not Funded",2024-07-03 16:50:00,,,2025-02-06 08:40:50,"FY2025",,,"FY2025",2024-06-11 09:39:56,"FY2024",23,,218,"July-2024","Health Sciences","Q1 FY2025",,"Federal","NIH","Submitted",1,0,1,0
"24-1082-P0001","Development of Construction Case Studies","Development of construction case studies","Ahmed Fathy Abdelaty Ahmed","Civil & Architectural Engineering & Construction Management","Submitted to Sponsor","ADD NEW",,"Civil & Architectural Engineering & Construction Management","10/11/2024","12/13/2024","New",,"24-1082",2024-06-11 11:02:36,10000,"6/21/2024 12:00:00 AM",,"Instruction","6/17/2024 03:59:47 PM: Changing so PI and PreAward can update proposal information. - Lilly Marks 6/17/2024 >> 7/10/2024 08:04:43 AM: Submitted 06/21/2024",2024-07-10 08:04:43,,,,"FY2025",,,,2024-06-11 11:02:36,"FY2024",29,,,"July-2024","Engineering","Q1 FY2025",,"Non-profit","Others","Submitted",1,0,1,0
"24-1085-P0001","Title III-D Funding to Support Evidence-Based Program Delivery in Wyoming","Title IIID Funding to Support Evidence-Based Program Delivery","Christine L. McKibbin","Psychology","Funded","Wyoming Department of Health",,"Psychology","10/1/2024","9/30/2025","New",,"24-1085",2024-06-12 10:13:31,54000,"6/14/2024 12:00:00 AM",,"Other Sponsored Activity","6/17/2024 10:20:37 AM: Submitted >> 10/17/2024 11:03:41 AM: Fully executed agreement received.  Funded.",2024-06-17 10:20:37,,2024-10-17 11:03:41,,"FY2024",,"FY2025",,2024-06-12 10:13:31,"FY2024",5,122,,"June-2024","Arts & Sciences","Q4 FY2024","Q2 FY2025","State","Others","Funded",0,1,1,54000
"24-1088-P0001","MPOPHC: mechanistic model, particle filter, causality inference, and policy options for future pandemics","MPOPHC: mechanistic model, particle filter, causality inference, and policy options for future pandemics","Long Lee","Mathematics & Statistics","Not Funded","National Science Foundation",,"Mathematics & Statistics","10/1/2024","9/30/2027","New",,"24-1088",2024-06-17 11:10:41,963499,"6/20/2024 12:00:00 AM",,"Applied Research","6/18/2024 09:23:36 AM: edits >> 6/20/2024 12:02:53 PM: Submitted >> 12/20/2024 08:02:11 AM: Not funded per notice from the Sponsor.",2024-06-20 12:02:53,,,2024-12-20 08:02:11,"FY2024",,,"FY2025",2024-06-17 11:10:41,"FY2024",3,,183,"June-2024","Engineering","Q4 FY2024",,"Federal","NSF","Submitted",1,0,1,0
"24-1090-P0001","BRC-BIO: Investigating the role of hypothalamic cell types and circuits in social thermoregulation","BRC-BIO: Investigating the role of hypothalamic cell types and circuits in social thermoregulation","Nicole Lara Bedford","Zoology & Physiology","Submitted to Sponsor","National Science Foundation",,"Zoology & Physiology","1/1/2025","12/31/2027","New",,"24-1090",2024-06-18 15:00:28,499808,"7/1/2024 12:00:00 AM",,"Basic Research","6/27/2024 02:27:11 PM: edits >> 7/1/2024 03:45:41 PM: Submitted",2024-07-01 15:45:41,,,,"FY2025",,,,2024-06-18 15:00:28,"FY2024",13,,,"July-2024","Agriculture","Q1 FY2025",,"Federal","NSF","Submitted",1,0,1,0
"24-1091-P0001","Pesticide Safety Education Program FY24/25","Pesticide Safety Education Program FY24/25","Jeffrey Michael Edwards","UW Extension","Funded","Wyoming Department of Agriculture",,"UW Extension","7/1/2024","8/31/2025","Competing Continuation",,"24-1091",2024-06-19 07:25:24,185000,"7/3/2024 12:00:00 AM",,"Instruction","7/3/2024 09:26:56 AM: After the fact. Award under review. >> 7/3/2024 03:43:55 PM: Agreement under review.",2024-07-03 09:26:56,,2024-07-03 15:43:55,,"FY2025",,"FY2025",,2024-06-19 07:25:24,"FY2024",14,0,,"July-2024","Agriculture","Q1 FY2025","Q1 FY2025","State","Others","Funded",0,1,1,185000
