"Award #","Project Title","Award Title","PI","PI Unit","Award Amount","Award Id","Award Notice Received","Increment Amount","Modification Number","Modification Type","Modification Date","Modified By","sponsor type","activity type","Increment_Amount_Obliged","History Action Date Parsed","Sponsor","Prime Sponsor","Instrument Type","Award Start Date","Award End Date","Admin Unit","Obligated Amount","Project #","Total Expected Amount","Anticipated Amount","Status","Created Date","Award Type","Award_Start_Month_Year","College/Division"
"23-0447-A0001","Effects of bison grazing on migratory animals in Yellowstone National Park",,"Jerod Andrew Merkle","Zoology & Physiology",,"290536e2-49a3-4902-8038-ceecf972ab0f","8/12/2019",,0,"Original Award",,,,,"   80000.00000000000000000000000",2023-04-24 18:44:21,"National Park Service/Department of the Interior","National Park Service/Department of the Interior",,2019-09-01,"8/31/2023","Wyoming Coop Unit",80000,"23-0447",,,"In Closeout","4/24/2023 06:44:21 PM",,"'Sep-19","Agriculture"
"23-0447-A0002","Effects of bison grazing on migratory animals in Yellowstone National Park",,"Jerod Andrew Merkle","Zoology & Physiology",,"0ebed439-b982-4818-a377-5f092979752f",,,0,"Original Award",,,"U.S. Federal Government","Applied Research","   30000.00000000000000000000000",2023-05-08 14:14:57,"National Park Service/Department of the Interior",,,2023-05-01,"9/30/2024","Zoology & Physiology",30000,"23-0447",30000,,"In Closeout","5/8/2023 02:14:57 PM",,"'May-23","Agriculture"
"23-0448-A0001","California Black Bear Molecular Mark-Recapture Genetic Analyses FY2020",,"Holly B. Ernest","Veterinary Science",,"d1bc22e9-f0dc-4300-a698-7bdcc4fe32b3","4/16/2020",,0,"Original Award",,,,,"  345142.66999999998370185494423",2023-04-24 18:44:25,"California Department of Fish and Wildlife","California Department of Fish and Wildlife",,2020-04-07,"6/30/2022","Veterinary Science",345142.67,"23-0448",,,"Closed","4/24/2023 06:44:25 PM",,"'Apr-20","Agriculture"
"23-0449-A0001","Sierra Nevada Bighorn Sheep Population Analysis",,"Kevin L. Monteith","Haub School of Environment & Natural Resources",,"7f12b939-96ad-42f3-a9d3-03300ca56a70","4/15/2020",,0,"Original Award",,,,,"  393175.25000000000000000000000",2023-04-24 18:44:28,"California Department of Fish and Wildlife","California Department of Fish and Wildlife",,2020-04-07,"6/30/2022","Haub School of Environment & Natural Resources",393175.25,"23-0449",,,"Closed","4/24/2023 06:44:28 PM",,"'Apr-20","Haub School of Environment & Natural Resources"
"23-0450-A0001","Collaborative Research: Internal and external drivers of orogenic episodicity in the Ecuadorian Andes",,"James Benjamin Chapman","Geology & Geophysics",,"008786b9-6dbb-4dfb-b9a2-f95714920ad8","4/15/2020",,0,"Original Award",,,,,"  236676.00000000000000000000000",2023-04-24 18:44:31,"National Science Foundation","National Science Foundation",,2020-05-01,"4/30/2023","Geology & Geophysics",236676,"23-0450",,,"In Closeout","4/24/2023 06:44:32 PM",,"'May-20","Engineering"
"23-0452-A0001","ACPA Generation in the Female Genital Track and Lactating Mammary Tissue Mucosae",,"Brian David Cherrington","Zoology & Physiology",,"abc2de5c-bf3a-4767-b3f6-27c0c69449bc","1/23/2020",,0,"Original Award",,,,,"   37174.00000000000000000000000",2023-04-24 18:44:39,"University of Colorado, Denver",,,2019-09-11,"8/31/2021","Zoology & Physiology",37174,"23-0452",,,"In Closeout","4/24/2023 06:44:40 PM",,"'Sep-19","Agriculture"
"23-0453-A0001","GenCyber Wyoming: Inspiring Cybersecurity Champions",,"Andrea Carneal-Burrows Borowczak","College of Education Deans Office",,"650b1b55-5eae-4ac4-86ec-9de2fab8285d","4/22/2020",,0,"Original Award",,,,,"   58873.34999999999854480847716",2023-04-24 18:44:43,"National Security Agency/Department of Defense","National Security Agency/Department of Defense",,2020-05-01,"3/31/2022","College of Education Deans Office",58873.35,"23-0453",,,"Closed","4/24/2023 06:44:43 PM",,"'May-20","Education"
"23-0454-A0001","IOHK Research Lab FY 2020-2021",,"James L Caldwell","Electrical Engineering & Computer Science",,"79f9353a-3932-4d25-83dd-dbc332a6c5d4",,,0,"Original Award",,,,,"  500000.00000000000000000000000",2023-04-24 18:44:47,"Input Output HK Limited","Input Output HK Limited",,2020-05-01,"12/31/2023","Electrical Engineering & Computer Science",500000,"23-0454",,,"In Closeout","4/24/2023 06:44:48 PM",,"'May-20","Engineering"
"23-0455-A0001","Evaluation of the effectiveness of the Strategic Prevention Framework - Partnership for Success (SPF-PFS)",,"Rodney A. Wambeam","Wyoming Survey & Analysis Center",,"8fb09741-ab9a-4e9c-8617-0bd082b07f04",,,0,"Original Award",,,,,"  313333.00000000000000000000000",2023-04-24 18:44:53,"University of Arkansas, Little Rock","Substance Abuse & Mental Health Services Administration/Department of Health and Human Services",,2020-02-21,"9/29/2023","Wyoming Survey & Analysis Center",313333,"23-0455",,,"In Closeout","4/24/2023 06:44:53 PM",,"'Feb-20","Research & Economic Development"
"23-0456-A0002","National Space Grant College and Fellowship Program - Opportunities in NASA STEM FY 2020-2024: Wyoming NASA Space Grant Consortium Proposal",,"Shawna M. McBride","Physics & Astronomy",,"48e87aeb-f2ea-4c24-b517-f077a5b740a0",,,0,"Original Award",,,"Non-Profit Organizations","Other Sponsored Activity","   19000.00000000000000000000000",2023-05-04 14:21:26,"National Space Grant Foundation","National Aeronautics and Space Administration",,2023-04-01,"12/31/2024","Physics & Astronomy",19000,"23-0456",19000,,"In Closeout","5/4/2023 02:21:27 PM",,"'Apr-23","Engineering"
"23-0457-A0001","University of Wyoming Smith-Lever RREA",,"Kelly Keith Crane","UW Extension",,"5867f169-7d90-41a6-b1e2-cc2203053161","4/22/2020",,0,"Original Award",,,,,"   50794.00000000000000000000000",2023-04-24 18:45:02,"National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",,2019-10-01,"9/30/2022","UW Extension",50794,"23-0457",,,"Closed","4/24/2023 06:45:02 PM",,"'Oct-19","Agriculture"
"23-0458-A0001","University of Wyoming Smith-Lever 3(b) and 3(c) - Special Needs",,"Kelly Keith Crane","UW Extension",,"f872b5b4-f0e3-4e9c-9cb7-5e7a80a97165","4/30/2020",,0,"Original Award",,,,"Basic Research","   43951.00000000000000000000000",2023-04-24 18:45:08,"National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",,2019-10-01,"9/30/2024","UW Extension",43951,"23-0458",,,"In Closeout","4/24/2023 06:45:08 PM",,"'Oct-19","Agriculture"
"23-0461-A0001","Specialty Crop Agribusiness Directory",,"Cole C. Ehmke","Agriculture & Applied Economics",,"597c5489-8703-4984-80ed-05b509595050",,,0,"Original Award",,,,,"   47262.37000000000261934474111",2023-04-24 18:45:20,"Wyoming Department of Agriculture",,,2020-05-01,"9/1/2021","Agriculture & Applied Economics",47262.37,"23-0461",,,"Closed","4/24/2023 06:45:21 PM",,"'May-20","Agriculture"
"23-0462-A0001","Hatch Regular Capacity 2019-2021",,"John P. Ritten","Agriculture & Applied Economics",,"cbb478de-45bd-4c11-b6bd-e916eb1fc99c","4/21/2020",,0,"Original Award",,,,," 1358219.00000000000000000000000",2023-04-24 18:45:24,"National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",,2019-10-01,"9/30/2021","College of Agriculture, Life Sciences & Natural Resources Deans Office",1358219,"23-0462",,,"Closed","4/24/2023 06:45:24 PM",,"'Oct-19","Agriculture"
"23-0466-A0001","Pole Mountain Trails Management Planning Public Involvement Process",,"Leonard Steven Smutko","Haub School of Environment & Natural Resources",,"9aa84c0d-e0e2-4859-af86-c11cb493ff17",,,0,"Original Award",,,,,"   14551.10000000000036379788071",2023-04-24 18:45:39,"Forest Service/Department of Agriculture","Forest Service/Department of Agriculture",,2020-05-01,"9/30/2021","Haub School of Environment & Natural Resources",14551.1,"23-0466",,,"In Closeout","4/24/2023 06:45:40 PM",,"'May-20","Haub School of Environment & Natural Resources"
"23-0467-A0001","Enhancing Crash Data Reporting to Highway Safety Partners in Wyoming by Utilizing Big Data Analysis and Survey - 80% Federal Funds",,"Khaled Ksaibati","Civil & Architectural Engineering & Construction Management",,"1d3a2eb2-5cc2-49fe-be2f-a2a74aa50563","1/13/2020",,0,"Original Award",,,,,"  117879.00000000000000000000000",2023-04-24 18:45:43,"Wyoming Department of Transportation","Federal Highway Administration/Department of Transportation",,2020-01-13,"1/31/2022","Civil & Architectural Engineering & Construction Management",117879,"23-0467",,,"Closed","4/24/2023 06:45:43 PM",,"'Jan-20","Engineering"
"23-0469-A0001","Improving Design and Construction of Transportation Infrastructure through Bedrock Characterization- 80% Federal Funds",,"Kam Weng Ng","Civil & Architectural Engineering & Construction Management",,"af1841ee-e071-42c5-a71d-479725d3c404","5/8/2020",,0,"Original Award",,,,,"   75000.00000000000000000000000",2023-04-24 18:45:52,"Wyoming Department of Transportation","Federal Highway Administration/Department of Transportation",,2020-05-08,"1/8/2024","Civil & Architectural Engineering & Construction Management",75000,"23-0469",,,"In Closeout","4/24/2023 06:45:53 PM",,"'May-20","Engineering"
"23-0470-A0001","National Instructional Materials Accessibility Center 2020",,"Canyon Leigh Hardesty","Wyoming Institute for Disabilities WIND",,"8e21c653-5c11-41fe-8630-3a1250a5a31b",,,0,"Original Award",,,,,"  185854.00000000000000000000000",2023-04-24 18:45:57,"Wyoming Department of Education","Wyoming Department of Education",,2020-05-01,"2/27/2022","Wyoming Institute for Disabilities WIND",185854,"23-0470",,,"In Closeout","4/24/2023 06:45:57 PM",,"'May-20","Health Sciences"
"23-0471-A0001","Using Recorders to Assess Population Trends for Great Gray Owls in Teton County",,"Anna Lisa D. Chalfoun","Wyoming Coop Unit",,"f8b73c05-414c-4267-9a14-a319498079ae","2/20/2020",,0,"Original Award",,,,,"    7859.98999999999978172127157",2023-04-24 18:46:00,"Teton Conservation District","Teton Conservation District",,2020-02-20,"2/1/2022","Wyoming Coop Unit",7859.99,"23-0471",,,"Closed","4/24/2023 06:46:00 PM",,"'Feb-20","Agriculture"
"23-0473-A0001","Rotor Wake and Validation and Verification Activities for Wind Energy",,"Jonathan W. Naughton","Mechanical Engineering",,"4465b82e-0553-4073-905f-fd47b75b99a1",,,0,"Original Award",,,,,"  413333.00000000000000000000000",2023-04-24 18:46:08,"Sandia National Laboratories","U.S. Department of Energy",,2020-05-20,"12/30/2022","Mechanical Engineering",413333,"23-0473",,,"In Closeout","4/24/2023 06:46:08 PM",,"'May-20","Engineering"
"23-0474-A0001","Increasing Yield, Quality, and Economy of Alfalfa Hay through Grass Species Selection and Planting Configuration",,"Md Anowarul Islam","Plant Sciences",,"8823214d-6555-4b0f-9c44-7ab46fc9c0b6",,,0,"Original Award",,,,,"  110177.00000000000000000000000",2023-04-24 18:46:12,"Colorado State University","National Institute of Food and Agriculture/Department of Agriculture",,2019-09-01,"8/31/2023","Plant Sciences",110177,"23-0474",,,"In Closeout","4/24/2023 06:46:12 PM",,"'Sep-19","Agriculture"
"23-0475-A0001","Systematic study on the phase transition of confined fluid mixture up to the critical region",,"Hertanto Adidharma","Energy & Petroleum Engineering",,"7601a3d9-1ed8-4b86-a264-f366ac418635","9/24/2020",,0,"Original Award",,,,,"  248848.41000000000349245965481",2023-04-24 18:46:16,"U.S. Department of Energy","U.S. Department of Energy",,2020-06-20,"12/31/2021","Energy & Petroleum Engineering",248848.41,"23-0475",,,"Closed","4/24/2023 06:46:16 PM",,"'Jun-20","Engineering"
"23-0476-A0001","Collaborative Research: Using Ca, Sr, Mg, and Fe isotope proxies to constrain redox and continental weathering during Ocean Anoxic Event 2",,"Kimberly V Lau","Geology & Geophysics",,"f2803864-c3da-4f89-907c-4cd2c84dda84","5/20/2020",,0,"Original Award",,,,,"       0.00000000000000000000000",2023-04-24 18:46:19,"National Science Foundation","National Science Foundation",,2020-06-01,"5/31/2022","Geology & Geophysics",0,"23-0476",,,"Closed","4/24/2023 06:46:19 PM",,"'Jun-20","Engineering"
"23-0477-A0001","Southern Rockies Fire Science Network",,"John Derek Scasta","Ecosystem Science & Management",,"f3723606-5c7e-486f-8347-c5fbb40d96aa","4/10/2020",,0,"Original Award",,,,,"    7501.68000000000029103830457",2023-04-24 18:46:22,"Colorado State University","Bureau of Land Management/Department of the Interior",,2019-09-12,"9/30/2022","Ecosystem Science & Management",7501.68,"23-0477",,,"Closed","4/24/2023 06:46:23 PM",,"'Sep-19","Agriculture"
"23-0479-A0001","ASCEND: Accelerating Solutions for Commercialization and Entrepreneurial Development in the Mountain West IDeA States",,"Edmund J. Synakowski","VP for Research & Economic Development Office",,"d0ebb900-7f70-4de7-a8f7-0523114f80cd",,,0,"Original Award",,,,,"   64998.52999999999883584678173",2023-04-24 18:46:29,"University of New Mexico","National Institutes of Health/Department of Health and Human Services",,2019-09-01,"8/31/2022","VP for Research & Economic Development Office",64998.53,"23-0479",,,"In Closeout","4/24/2023 06:46:29 PM",,"'Sep-19","Research & Economic Development"
"23-0480-A0001","Parsing the pathways of circadian dysfunction and sundowning-related behavioral aggression in dementia and Alzheimer's disease",,"William David Todd","Zoology & Physiology",,"21d2d4a5-cd4d-4adc-a9de-269160ac9b70","5/7/2020",,0,"Original Award",,,,,"  144500.00000000000000000000000",2023-04-24 18:46:33,"National Institutes of Health/Department of Health and Human Services","National Institutes of Health/Department of Health and Human Services",,2019-04-01,"1/31/2022","Zoology & Physiology",144500,"23-0480",,,"In Closeout","4/24/2023 06:46:33 PM",,"'Apr-19","Agriculture"
"23-0481-A0001","Providing Risk Management Education on Crop Insurance Products and Risk in Agriculture to Underserved Beginning, Veteran, Retiring/Transition, and Other Socially Disadvantaged Farmers/Ranchers in Wyoming 2020-2021",,"John P. Hewlett","Agriculture & Applied Economics",,"c218d4ce-33ae-4ee2-a0e2-b6baa74096a3","5/1/2020",,0,"Original Award",,,,,"   60000.00000000000000000000000",2023-04-24 18:46:36,"Washington State University","National Institute of Food and Agriculture/Department of Agriculture",,2020-06-01,"11/30/2021","Agriculture & Applied Economics",60000,"23-0481",,,"In Closeout","4/24/2023 06:46:36 PM",,"'Jun-20","Agriculture"
"23-0482-A0001","FY 2020 Radio Community Service Grant - Unrestricted",,"Christina Kuzmych","Wyoming Public Media",,"acae33f0-7602-4dd9-b81c-571bc8ea3e49",,,0,"Original Award",,,,,"  319616.00000000000000000000000",2023-04-24 18:46:39,"Corporation for Public Broadcasting","Corporation for Public Broadcasting",,2019-10-01,"9/30/2021","Wyoming Public Media",319616,"23-0482",,,"Closed","4/24/2023 06:46:40 PM",,"'Oct-19","Research & Economic Development"
"23-0485-A0001","Evidence-based integrated pharmacy model to address diabetes, hypertension, and cholesterol self-management",,"Kem P. Krueger","School of Pharmacy",,"ae57998d-f108-48a1-8a7b-d7c1eb7100d8",,,0,"Original Award",,,,,"  697982.88000000000465661287308",2023-04-24 18:46:49,"Wyoming Department of Health","Centers for Disease Control and Prevention/Department of Health and Human Services",,2020-03-05,"6/30/2023","Pharmacy",697982.88,"23-0485",,,"In Closeout","4/24/2023 06:46:50 PM",,"'Mar-20","Health Sciences"
"23-0486-A0001","Identifying, predicting and managing the occurrence of harmful cyanobacterial blooms in Wyoming Reservoirs",,"Sarah Michelle Collins","Zoology & Physiology",,"bcb7c9d2-a5df-4abc-bdd7-5912c351e11f",,,0,"Original Award",,,,,"  243888.00000000000000000000000",2023-04-24 18:46:53,"Wyoming Water Development Commission","Wyoming Water Development Commission",,2020-03-20,"6/30/2023","Zoology & Physiology",243888,"23-0486",,,"In Closeout","4/24/2023 06:46:53 PM",,"'Mar-20","Agriculture"
"23-0488-A0001","Administration of the Inventory for Client and Agency Planning (ICAP) Assessment Tool (F21-22)",,"Sandra Lee Root-Elledge","Wyoming Institute for Disabilities WIND",,"b4a1cf46-a3f3-4ae4-877b-2cf6faf1dfe3",,,0,"Original Award",,,,,"  724000.00000000000000000000000",2023-04-24 18:46:59,"Wyoming Department of Health","Wyoming Department of Health",,2020-07-01,"6/30/2023","Wyoming Institute for Disabilities WIND",724000,"23-0488",,,"Closed","4/24/2023 06:47:00 PM",,"'Jul-20","Health Sciences"
"23-0490-A0001","Engineering optimized N-glycosylation in the silkworm silkgland protein expression system",,"Donald L. Jarvis","Molecular Biology",,"cdaeadfb-840c-401d-ad7c-f09429dbf0a2",,,0,"Original Award",,,,,"  300132.00000000000000000000000",2023-04-24 18:47:07,"University of Notre Dame","National Institutes of Health/Department of Health and Human Services",,2020-05-01,"4/30/2024","Molecular Biology",300132,"23-0490",,,"In Closeout","4/24/2023 06:47:07 PM",,"'May-20","Agriculture"
"23-0491-A0001","Construction Workforce Training",,"Gideon Francois Jacobs","Civil & Architectural Engineering & Construction Management",,"9aa5ea27-3326-4926-9d04-8701c125870c",,,0,"Original Award",,,,,"  271087.46999999997206032276154",2023-04-24 18:47:10,"Wyoming Workforce Services","Wyoming Workforce Services",,2020-06-30,"5/31/2022","Civil & Architectural Engineering & Construction Management",271087.47,"23-0491",,,"In Closeout","4/24/2023 06:47:10 PM",,"'Jun-20","Engineering"
"23-0494-A0001","Collaborative Research: Implications of Solar Radiation Management for Strategic Behavior and Climate Governance",,"Todd L. Cherry","Economics",,"341dda51-c4a4-402a-80f2-6087d9a97ac8","6/29/2020",,0,"Original Award",,,,,"  396274.00000000000000000000000",2023-04-24 18:47:22,"National Science Foundation","National Science Foundation",,2020-08-01,"3/31/2024","Economics",396274,"23-0494",,,"In Closeout","4/24/2023 06:47:23 PM",,"'Aug-20","Business"
"23-0495-A0001","Flameless Pressurized Oxy-Combustion Large Pilot Design, Construction and Operation",,"Richard Arthur Horner","School of Energy Resources Directors Office",,"e62608b9-f76b-497a-ad41-2047e1bfc4dd","7/1/2020",,0,"Original Award",,,,,"  140734.20000000001164153218269",2023-04-24 18:47:27,"Southwest Research Institute","U.S. Department of Energy",,2019-10-01,"8/31/2021","School of Energy Resources Directors Office",140734.2,"23-0495",,,"Closed","4/24/2023 06:47:27 PM",,"'Oct-19","School of Energy Resources"
"23-0497-A0001","WESTERN REGION SARE Professional Development Program",,"Jenna Meeks","UW Extension",,"1a0ee7f8-b541-4b5b-810e-dc73b3010744","6/24/2020",,0,"Original Award",,,,,"  329464.00000000000000000000000",2023-04-24 18:47:34,"Utah State University",,,2020-03-01,"4/30/2022","UW Extension",329464,"23-0497",,,"Closed","4/24/2023 06:47:35 PM",,"'Mar-20","Agriculture"
"23-0498-A0001","Riding for Focus in PE on Life Skills Development-Participation in Extracurricular Cycling Opps in Middle School Students"" and ""Acute Effects of High-Intensity Interval Training via Cycling on Executive Functioning in Middle School Students with ADHD""",,"Cynthia M. Hartung","Psychology",,"03765f17-7673-4dfe-b101-766c54e944cf",,,0,"Original Award",,,,"Experimental Development","  131308.00000000000000000000000",2023-04-24 18:47:38,"Outride","Outride",,2020-07-15,"7/14/2023","Psychology",131308,"23-0498",,,"In Closeout","4/24/2023 06:47:38 PM",,"'Jul-20","Arts & Sciences"
"23-0498-A0002","Riding for Focus in PE on Life Skills Development-Participation in Extracurricular Cycling Opps in Middle School Students"" and ""Acute Effects of High-Intensity Interval Training via Cycling on Executive Functioning in Middle School Students with ADHD""",,"Cynthia M. Hartung","Psychology",,"e8561adb-58e7-4b10-b78a-0321bb662f44","4/30/2025",,0,"Original Award",,,"Non-Profit Organizations","Applied Research","   28028.00000000000000000000000",2025-04-28 13:42:39,"Outride",,,2025-05-01,"6/30/2026","Psychology",28028,"23-0498",28028,,"In Review & Negotiation","4/28/2025 01:42:40 PM",,"'May-25","Arts & Sciences"
"23-0499-A0001","D-ED Teacher Education Assistance for College & Higher Ed (TEACH) 2020-2021",,"Debra Tolar Hintz","Scholarships & Financial Aid",,"28c0c8ca-b459-4c1b-a05e-6f248a029b2e",,,0,"Original Award",,,,,"    8528.00000000000000000000000",2023-04-24 18:47:41,"Department of Education","Department of Education",,2020-07-01,"8/10/2021","Scholarships & Financial Aid",8528,"23-0499",,,"Closed","4/24/2023 06:47:41 PM",,"'Jul-20","Budget and Finance"
"23-0501-A0002","Mechanics of Microtubule Aster Growth and Positioning",,"Jesse C. Gatlin","Molecular Biology",,"b795f367-bce4-4d70-9818-03fc7383256f","5/17/2023",,0,"Original Award",,,"U.S. Federal Government","Basic Research","  818087.00000000000000000000000",2023-05-22 12:13:08,"National Institutes of Health/Department of Health and Human Services","National Institutes of Health/Department of Health and Human Services",,2020-09-01,"7/28/2024","Molecular Biology",818087,"23-0501",185224,,"In Closeout","5/22/2023 12:13:08 PM",,"'Sep-20","Agriculture"
"23-0502-A0001","Joint Appointment with NASA (IPA)",,"Hannah Jang-Condell","Physics & Astronomy",,"3ba9d901-d67c-4889-9260-73f362cfce68","7/28/2020",,0,"Original Award",,,,,"  232874.55999999999767169356346",2023-04-24 18:47:51,"National Aeronautics and Space Administration","National Aeronautics and Space Administration",,2020-09-01,"8/31/2022","Physics & Astronomy",232874.56,"23-0502",,,"Closed","4/24/2023 06:47:51 PM",,"'Sep-20","Engineering"
"23-0504-A0001","Carbon Valley Podcast",,"Cooper Katz McKim","Wyoming Public Media",,"7d06525c-c67f-46ae-97a8-812a49890b55",,,0,"Original Award",,,,,"    4500.00000000000000000000000",2023-04-24 18:47:58,"Society of Environmental Journalists","Society of Environmental Journalists",,2020-11-11,"11/10/2021","Wyoming Public Media",4500,"23-0504",,,"Closed","4/24/2023 06:47:58 PM",,"'Nov-20","Research & Economic Development"
"23-0505-A0001","Fence analysis and maintenance on eastern and northern boundary sections; Sign instillation along fence lines and at noted locations within property boundary and at access locations.",,"James A. Fried","Haub School of Environment & Natural Resources",,"2d2d4d67-0dad-477a-88ca-9dae620ac6ec",,,0,"Original Award",,,,,"  126500.00000000000000000000000",2023-04-24 18:48:01,"Pilot Hill, Inc.","Pilot Hill, Inc.",,2020-07-01,"7/1/2021","Haub School of Environment & Natural Resources",126500,"23-0505",,,"Closed","4/24/2023 06:48:01 PM",,"'Jul-20","Haub School of Environment & Natural Resources"
"23-0506-A0001","Wyoming Sensory Biology COBRE - Administrative Core Year 4",,"Qian-Quan Sun","Zoology & Physiology",,"933d9fb7-ccde-4c63-a340-aa91a1dc9b3a","7/14/2020",,0,"Original Award",,,,," 2605587.35000000009313225746155",2023-04-24 18:48:04,"National Institute of General Medical Sciences/National Institutes of Health/Department of Health and Human Services","National Institute of General Medical Sciences/National Institutes of Health/Department of Health and Human Services",,2020-08-01,"7/31/2021","Pharmacy",2605587.35,"23-0506",,,"Closed","4/24/2023 06:48:05 PM",,"'Aug-20","Health Sciences"
"23-0507-A0001","Rocky Mountain Network of Oral Health Integration quality improvement project",,"Beth Colleen Robitaille","Educational Health Center of Wyoming",,"ce4419d3-5411-4b3b-ab1b-449c2801ebba","7/9/2020",,0,"Original Award",,,,,"   81500.00000000000000000000000",2023-04-24 18:48:08,"Wyoming Primary Care Association","Wyoming Primary Care Association",,2020-04-01,"8/31/2024","Educational Health Center of Wyoming",81500,"23-0507",,,"In Closeout","4/24/2023 06:48:08 PM",,"'Apr-20","Academic Affairs"
"23-0508-A0001","20-EPSCoR2020-0045; Appendix F: GSFC Computational and Information Sciences and Technology Office (CISTO): Environmental FeatureRecognition: A Hybrid Machine Learning and Statistical Method for Environmental Feature Recognition",,"Shawna M. McBride","Physics & Astronomy",,"f1529a78-e65f-4374-816c-eba03bbe6a13",,,0,"Original Award",,,,"Basic Research","   99974.00000000000000000000000",2023-04-24 18:48:11,"National Aeronautics and Space Administration","National Aeronautics and Space Administration",,2020-06-01,"5/31/2023","Physics & Astronomy",99974,"23-0508",,,"In Closeout","4/24/2023 06:48:11 PM",,"'Jun-20","Engineering"
"23-0511-A0001","McIntire-Stennis Capacity FY20",,"Barbara Ann Rasco","College of Agriculture, Life Sciences & Natural Resources Deans Office",,"9999b199-4c40-44ea-9b4f-99f91797e32e","5/26/2020",,0,"Original Award",,,,,"  286792.00000000000000000000000",2023-04-24 18:48:21,"National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",,2019-10-01,"9/30/2021","College of Agriculture, Life Sciences & Natural Resources Deans Office",286792,"23-0511",,,"Closed","4/24/2023 06:48:21 PM",,"'Oct-19","Agriculture"
"23-0512-A0001","Hatch-Multistate Capacity",,"Eric P Webster","Agricultural Experiment Station",,"2ed4622c-55fa-44a1-8a11-3d7ac8027916","5/12/2020",,0,"Original Award",,,,,"  753146.00000000000000000000000",2023-04-24 18:48:24,"National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",,2019-10-01,"9/30/2022","Agriculture & Applied Economics",753146,"23-0512",,,"Closed","4/24/2023 06:48:24 PM",,"'Oct-19","Agriculture"
"23-0513-A0001","Climate change Vulnerability assessment for rare species and unique ecosystems in the Black Hills and Bear Lodge Mountains",,"Gary P. Beauvais","Wyo Natural Diversity Database",,"1089b1e2-521f-4f5c-a492-2f841a134767","8/7/2020",,0,"Original Award",,,,,"   54000.00000000000000000000000",2023-04-24 18:48:27,"Forest Service/Department of Agriculture","Forest Service/Department of Agriculture",,2020-08-07,"12/31/2022","Wyo Natural Diversity Database",54000,"23-0513",,,"In Closeout","4/24/2023 06:48:28 PM",,"'Aug-20","Research & Economic Development"
"23-0515-A0001","Insect cell lines for glycoprotein structural biology and mannose-dependent protein drugs",,"Donald L. Jarvis","Molecular Biology",,"b70f32dd-ba56-478a-90f3-e1f3a9176b7a","2/28/2020",,0,"Original Award",,,,,"   56144.26000000000203726813197",2023-04-24 18:48:34,"GlycoBac","National Institutes of Health/Department of Health and Human Services",,2020-03-01,"2/28/2022","Molecular Biology",56144.26,"23-0515",,,"In Closeout","4/24/2023 06:48:34 PM",,"'Mar-20","Agriculture"
"23-0519-A0001","CHS: Small: Guiding future design of affect-aware cyber-human systems through the investigation of human reactions to machine errors",,"Domen Novak","Electrical Engineering & Computer Science",,"cef86751-c1da-4b42-bdac-1a7505bd502b","8/12/2020",,0,"Original Award",,,,,"   96632.00000000000000000000000",2023-04-24 18:48:47,"National Science Foundation","National Science Foundation",,2020-10-01,"9/30/2023","Electrical Engineering & Computer Science",96632,"23-0519",,,"Closed","4/24/2023 06:48:47 PM",,"'Oct-20","Engineering"
"23-0520-A0001","Preventing Prescription Stimulant Diversion and Medication Misuse Via a Web-Based Simulation Intervention",,"Alison Renee Looby","Psychology",,"da75bf0b-2d17-4a5b-96b1-e3f0df87cb05","8/4/2020",,0,"Original Award",,,,,"   93359.00000000000000000000000",2023-04-24 18:48:50,"Trinity College","National Institutes of Health/Department of Health and Human Services",,2020-07-15,"5/31/2024","Psychology",93359,"23-0520",,,"Closed","4/24/2023 06:48:50 PM",,"'Jul-20","Arts & Sciences"
"23-0521-A0001","A Proposed Statewide Makerspace Network and Cross-Institutional Skill Mastery Program",,"Tyler James Kerr","Engineering & Physical Sciences Deans Office",,"950525c7-35cb-4535-a2b8-2328ef1828a4","7/13/2020",,0,"Original Award",,,,,"  316820.00000000000000000000000",2023-04-24 18:48:53,"Wyoming Workforce Services","Wyoming Workforce Services",,2020-08-21,"9/30/2023","Engineering & Physical Sciences Deans Office",316820,"23-0521",,,"In Closeout","4/24/2023 06:48:54 PM",,"'Aug-20","Engineering"
"23-0522-A0001","STTR Phase I: COF-based Membrane for Refrigeration",,"John O. Hoberg","Chemistry",,"db5f7278-73f8-4a47-b63f-3d11a9d2905f",,,0,"Original Award",,,,,"  153599.00000000000000000000000",2023-04-24 18:48:57,"Wyonano, LLC","National Science Foundation",,2020-08-01,"2/28/2022","Chemistry",153599,"23-0522",,,"In Closeout","4/24/2023 06:48:57 PM",,"'Aug-20","Engineering"
